"component","deltamz","deltamz_int","EdgeScore","EdgeType","interaction","matched_peaks","name","scan1","scan2","score","selected","shared interaction","shared name"
"1725","-19.021","-19","0.8945","Cosine","-","0","12067 (-) 5919","12067","5919","0.8945","false","-","12067 (-) 5919"
"36","-115.05","-115","0.9509","Cosine","-","0","13034 (-) 13802","13034","13802","0.9509","false","-","13034 (-) 13802"
"741","-1.003","-1","0.8163","Cosine","-","0","15938 (-) 15973","15938","15973","0.8163","false","-","15938 (-) 15973"
"741","-26.06","-26","0.7896","Cosine","-","0","15938 (-) 11710","15938","11710","0.7896","false","-","15938 (-) 11710"
"741","-40.049","-40","0.779","Cosine","-","0","15938 (-) 9780","15938","9780","0.779","false","-","15938 (-) 9780"
"741","-61.016","-61","0.928","Cosine","-","0","15938 (-) 6479","15938","6479","0.928","false","-","15938 (-) 6479"
"741","-52.99","-52","0.7707","Cosine","-","0","15938 (-) 4533","15938","4533","0.7707","false","-","15938 (-) 4533"
"741","-1.994","-1","0.9223","Cosine","-","0","15938 (-) 15952","15938","15952","0.9223","false","-","15938 (-) 15952"
"741","-31.99","-31","0.866","Cosine","-","0","15938 (-) 9318","15938","9318","0.866","false","-","15938 (-) 9318"
"2474","-0.0","0","0.8473","Cosine","-","0","6999 (-) 3352","6999","3352","0.8473","false","-","6999 (-) 3352"
"648","-21.984","-21","0.7856","Cosine","-","0","7905 (-) 8684","7905","8684","0.7856","false","-","7905 (-) 8684"
"1190","14.012","14","0.7752","Cosine","-","0","21275 (-) 13539","21275","13539","0.7752","false","-","21275 (-) 13539"
"1190","-2.018","-2","0.7326","Cosine","-","0","21275 (-) 9995","21275","9995","0.7326","false","-","21275 (-) 9995"
"3692","-26.017","-26","0.7407","Cosine","-","0","13030 (-) 10217","13030","10217","0.7407","false","-","13030 (-) 10217"
"20","162.098","162","0.7715","Cosine","-","0","7704 (-) 7104","7704","7104","0.7715","false","-","7704 (-) 7104"
"20","0.009","0","0.7778","Cosine","-","0","7704 (-) 6296","7704","6296","0.7778","false","-","7704 (-) 6296"
"20","-62.036","-62","0.7987","Cosine","-","0","7704 (-) 13874","7704","13874","0.7987","false","-","7704 (-) 13874"
"1657","0.001","0","0.8425","Cosine","-","0","5427 (-) 2638","5427","2638","0.8425","false","-","5427 (-) 2638"
"1657","30.011","30","0.8181","Cosine","-","0","5427 (-) 4624","5427","4624","0.8181","false","-","5427 (-) 4624"
"1657","0.0","0","0.8732","Cosine","-","0","5427 (-) 5102","5427","5102","0.8732","false","-","5427 (-) 5102"
"454","-14.016","-14","0.8668","Cosine","-","0","2429 (-) 2871","2429","2871","0.8668","false","-","2429 (-) 2871"
"265","-29.351","-29","0.9688","Cosine","-","0","22139 (-) 22321","22139","22321","0.9688","false","-","22139 (-) 22321"
"265","-14.674","-14","0.9672","Cosine","-","0","22139 (-) 22227","22139","22227","0.9672","false","-","22139 (-) 22227"
"235","-17.026","-17","0.9271","Cosine","-","0","31342 (-) 31405","31342","31405","0.9271","false","-","31342 (-) 31405"
"21","-14.016","-14","0.9602","Cosine","-","0","20501 (-) 15419","20501","15419","0.9602","false","-","20501 (-) 15419"
"21","-33.984","-33","0.9225","Cosine","-","0","20501 (-) 19038","20501","19038","0.9225","false","-","20501 (-) 19038"
"21","-0.001","0","0.9191","Cosine","-","0","20501 (-) 4703","20501","4703","0.9191","false","-","20501 (-) 4703"
"788","-0.0","0","0.798","Cosine","-","0","2341 (-) 13185","2341","13185","0.798","false","-","2341 (-) 13185"
"542","43.026","43","0.9454","Cosine","-","0","19101 (-) 22775","19101","22775","0.9454","false","-","19101 (-) 22775"
"542","-396.239","-396","0.9368","Cosine","-","0","19101 (-) 16764","19101","16764","0.9368","false","-","19101 (-) 16764"
"542","-941.582","-941","0.9505","Cosine","-","0","19101 (-) 12862","19101","12862","0.9505","false","-","19101 (-) 12862"
"542","-853.534","-853","0.938","Cosine","-","0","19101 (-) 12400","19101","12400","0.938","false","-","19101 (-) 12400"
"542","721.463","721","0.9453","Cosine","-","0","19101 (-) 23974","19101","23974","0.9453","false","-","19101 (-) 23974"
"542","220.142","220","0.9639","Cosine","-","0","19101 (-) 19945","19101","19945","0.9639","false","-","19101 (-) 19945"
"516","107.002","107","0.8815","Cosine","-","0","9857 (-) 7886","9857","7886","0.8815","false","-","9857 (-) 7886"
"183","-655.485","-655","0.7707","Cosine","-","0","23150 (-) 41881","23150","41881","0.7707","false","-","23150 (-) 41881"
"183","-597.445","-597","0.7813","Cosine","-","0","23150 (-) 41555","23150","41555","0.7813","false","-","23150 (-) 41555"
"183","-539.402","-539","0.8156","Cosine","-","0","23150 (-) 41219","23150","41219","0.8156","false","-","23150 (-) 41219"
"183","-58.043","-58","0.9251","Cosine","-","0","23150 (-) 27131","23150","27131","0.9251","false","-","23150 (-) 27131"
"183","-481.364","-481","0.826","Cosine","-","0","23150 (-) 40530","23150","40530","0.826","false","-","23150 (-) 40530"
"109","-44.062","-44","0.8045","Cosine","-","0","39809 (-) 30156","39809","30156","0.8045","false","-","39809 (-) 30156"
"109","-86.11","-86","0.8461","Cosine","-","0","39809 (-) 19967","39809","19967","0.8461","false","-","39809 (-) 19967"
"109","-26.016","-26","0.8833","Cosine","-","0","39809 (-) 40218","39809","40218","0.8833","false","-","39809 (-) 40218"
"109","-100.125","-100","0.8147","Cosine","-","0","39809 (-) 15508","39809","15508","0.8147","false","-","39809 (-) 15508"
"109","-98.11","-98","0.9244","Cosine","-","0","39809 (-) 18427","39809","18427","0.9244","false","-","39809 (-) 18427"
"285","58.042","58","0.8248","Cosine","-","0","41153 (-) 41211","41153","41211","0.8248","false","-","41153 (-) 41211"
"285","-30.01","-30","0.8477","Cosine","-","0","41153 (-) 41163","41153","41163","0.8477","false","-","41153 (-) 41163"
"285","-44.026","-44","0.8084","Cosine","-","0","41153 (-) 41647","41153","41647","0.8084","false","-","41153 (-) 41647"
"86","-59.037","-59","0.8359","Cosine","-","0","120 (-) 110","120","110","0.8359","false","-","120 (-) 110"
"86","-23.016","-23","0.946","Cosine","-","0","120 (-) 111","120","111","0.946","false","-","120 (-) 111"
"86","-41.026","-41","0.8696","Cosine","-","0","120 (-) 108","120","108","0.8696","false","-","120 (-) 108"
"244","353.21","353","0.9765","Cosine","-","0","32701 (-) 34969","32701","34969","0.9765","false","-","32701 (-) 34969"
"324","-12.0","-12","0.8858","Cosine","-","0","13727 (-) 12149","13727","12149","0.8858","false","-","13727 (-) 12149"
"324","-75.01","-75","0.8759","Cosine","-","0","13727 (-) 19421","13727","19421","0.8759","false","-","13727 (-) 19421"
"32","49.963","49","0.8742","Cosine","-","0","42483 (-) 35092","42483","35092","0.8742","false","-","42483 (-) 35092"
"32","15.996","15","0.8691","Cosine","-","0","42483 (-) 41376","42483","41376","0.8691","false","-","42483 (-) 41376"
"32","-0.0","0","0.9713","Cosine","-","0","42483 (-) 41300","42483","41300","0.9713","false","-","42483 (-) 41300"
"32","31.992","31","0.9007","Cosine","-","0","42483 (-) 40915","42483","40915","0.9007","false","-","42483 (-) 40915"
"1006","-23.015","-23","0.8833","Cosine","-","0","11753 (-) 15248","11753","15248","0.8833","false","-","11753 (-) 15248"
"372","-72.019","-72","0.8784","Cosine","-","0","37043 (-) 42795","37043","42795","0.8784","false","-","37043 (-) 42795"
"372","-28.031","-28","0.9799","Cosine","-","0","37043 (-) 40096","37043","40096","0.9799","false","-","37043 (-) 40096"
"372","44.026","44","0.9662","Cosine","-","0","37043 (-) 28934","37043","28934","0.9662","false","-","37043 (-) 28934"
"546","-99.07","-99","0.8792","Cosine","-","0","17223 (-) 14748","17223","14748","0.8792","false","-","17223 (-) 14748"
"158","-14.017","-14","0.9112","Cosine","-","0","18437 (-) 16386","18437","16386","0.9112","false","-","18437 (-) 16386"
"1849","-14.016","-14","0.8974","Cosine","-","0","11344 (-) 8039","11344","8039","0.8974","false","-","11344 (-) 8039"
"1162","32.027","32","0.8134","Cosine","-","0","16466 (-) 16530","16466","16530","0.8134","false","-","16466 (-) 16530"
"98","-112.126","-112","0.9309","Cosine","-","0","24716 (-) 42378","24716","42378","0.9309","false","-","24716 (-) 42378"
"98","-56.063","-56","0.9489","Cosine","-","0","24716 (-) 38595","24716","38595","0.9489","false","-","24716 (-) 38595"
"98","-14.016","-14","0.9415","Cosine","-","0","24716 (-) 21921","24716","21921","0.9415","false","-","24716 (-) 21921"
"98","-14.016","-14","0.9123","Cosine","-","0","24716 (-) 20294","24716","20294","0.9123","false","-","24716 (-) 20294"
"98","-126.104","-126","0.8682","Cosine","-","0","24716 (-) 2402","24716","2402","0.8682","false","-","24716 (-) 2402"
"272","-14.016","-14","0.7827","Cosine","-","0","5938 (-) 7762","5938","7762","0.7827","false","-","5938 (-) 7762"
"272","0.001","0","0.9253","Cosine","-","0","5938 (-) 10008","5938","10008","0.9253","false","-","5938 (-) 10008"
"86","-23.055","-23","0.7623","Cosine","-","0","12188 (-) 21384","12188","21384","0.7623","false","-","12188 (-) 21384"
"86","-0.092","0","0.8235","Cosine","-","0","12188 (-) 151","12188","151","0.8235","false","-","12188 (-) 151"
"86","17.919","17","0.7977","Cosine","-","0","12188 (-) 208","12188","208","0.7977","false","-","12188 (-) 208"
"86","0.092","0","0.819","Cosine","-","0","12188 (-) 43669","12188","43669","0.819","false","-","12188 (-) 43669"
"2207","-12.0","-12","0.8223","Cosine","-","0","22468 (-) 13249","22468","13249","0.8223","false","-","22468 (-) 13249"
"1440","-180.138","-180","0.8345","Cosine","-","0","18831 (-) 31191","18831","31191","0.8345","false","-","18831 (-) 31191"
"77","-12.0","-12","0.9437","Cosine","-","0","23921 (-) 36661","23921","36661","0.9437","false","-","23921 (-) 36661"
"1006","43.99","43","0.7409","Cosine","-","0","21498 (-) 15248","21498","15248","0.7409","false","-","21498 (-) 15248"
"409","-12.032","-12","0.8545","Cosine","-","0","40981 (-) 42920","40981","42920","0.8545","false","-","40981 (-) 42920"
"249","-28.031","-28","0.8116","Cosine","-","0","2058 (-) 9285","2058","9285","0.8116","false","-","2058 (-) 9285"
"249","-18.047","-18","0.8025","Cosine","-","0","2058 (-) 6493","2058","6493","0.8025","false","-","2058 (-) 6493"
"249","0.984","0","0.9021","Cosine","-","0","2058 (-) 6259","2058","6259","0.9021","false","-","2058 (-) 6259"
"109","-56.061","-56","0.7959","Cosine","-","0","15649 (-) 27353","15649","27353","0.7959","false","-","15649 (-) 27353"
"109","-23.996","-23","0.7596","Cosine","-","0","15649 (-) 8630","15649","8630","0.7596","false","-","15649 (-) 8630"
"21","-42.047","-42","0.9185","Cosine","-","0","11590 (-) 2948","11590","2948","0.9185","false","-","11590 (-) 2948"
"1","-71.026","-71","0.9429","Cosine","-","0","10059 (-) 9055","10059","9055","0.9429","false","-","10059 (-) 9055"
"1","-237.156","-237","0.927","Cosine","-","0","10059 (-) 12083","10059","12083","0.927","false","-","10059 (-) 12083"
"45","-78.031","-78","0.8969","Cosine","-","0","35072 (-) 39163","35072","39163","0.8969","false","-","35072 (-) 39163"
"45","18.011","18","0.8857","Cosine","-","0","35072 (-) 35029","35072","35029","0.8857","false","-","35072 (-) 35029"
"386","-97.052","-97","0.7844","Cosine","-","0","7983 (-) 9160","7983","9160","0.7844","false","-","7983 (-) 9160"
"386","-352.152","-352","0.7781","Cosine","-","0","7983 (-) 8050","7983","8050","0.7781","false","-","7983 (-) 8050"
"386","-323.222","-323","0.7615","Cosine","-","0","7983 (-) 12138","7983","12138","0.7615","false","-","7983 (-) 12138"
"263","0.143","0","0.869","Cosine","-","0","882 (-) 2171","882","2171","0.869","false","-","882 (-) 2171"
"238","30.011","30","0.8","Cosine","-","0","5439 (-) 4663","5439","4663","0.8","false","-","5439 (-) 4663"
"106","60.011","60","0.7166","Cosine","-","0","4395 (-) 4047","4395","4047","0.7166","false","-","4395 (-) 4047"
"106","-18.011","-18","0.8128","Cosine","-","0","4395 (-) 2491","4395","2491","0.8128","false","-","4395 (-) 2491"
"106","58.005","58","0.7285","Cosine","-","0","4395 (-) 5198","4395","5198","0.7285","false","-","4395 (-) 5198"
"106","133.037","133","0.8973","Cosine","-","0","4395 (-) 4611","4395","4611","0.8973","false","-","4395 (-) 4611"
"106","59.009","59","0.7949","Cosine","-","0","4395 (-) 4165","4395","4165","0.7949","false","-","4395 (-) 4165"
"106","-58.055","-58","0.7867","Cosine","-","0","4395 (-) 2544","4395","2544","0.7867","false","-","4395 (-) 2544"
"1290","17.027","17","0.7945","Cosine","-","0","20132 (-) 20101","20132","20101","0.7945","false","-","20132 (-) 20101"
"1290","-14.016","-14","0.7632","Cosine","-","0","20132 (-) 18885","20132","18885","0.7632","false","-","20132 (-) 18885"
"1290","0.001","0","0.7805","Cosine","-","0","20132 (-) 11414","20132","11414","0.7805","false","-","20132 (-) 11414"
"86","22.032","22","0.8589","Cosine","-","0","43532 (-) 43562","43532","43562","0.8589","false","-","43532 (-) 43562"
"86","-1.001","-1","0.9116","Cosine","-","0","118 (-) 138","118","138","0.9116","false","-","118 (-) 138"
"86","-64.042","-64","0.8452","Cosine","-","0","118 (-) 120","118","120","0.8452","false","-","118 (-) 120"
"86","41.026","41","0.8893","Cosine","-","0","118 (-) 111","118","111","0.8893","false","-","118 (-) 111"
"86","5.005","5","0.8643","Cosine","-","0","118 (-) 110","118","110","0.8643","false","-","118 (-) 110"
"86","23.016","23","0.9397","Cosine","-","0","118 (-) 108","118","108","0.9397","false","-","118 (-) 108"
"138","-239.083","-239","0.794","Cosine","-","0","42409 (-) 42939","42409","42939","0.794","false","-","42409 (-) 42939"
"138","166.048","166","0.7116","Cosine","-","0","42409 (-) 42408","42409","42408","0.7116","false","-","42409 (-) 42408"
"1047","-0.003","0","1.0","Cosine","-","0","19595 (-) 2265","19595","2265","1.0","false","-","19595 (-) 2265"
"630","-18.008","-18","0.7966","Cosine","-","0","10507 (-) 28544","10507","28544","0.7966","false","-","10507 (-) 28544"
"630","-18.008","-18","0.8856","Cosine","-","0","10507 (-) 24000","10507","24000","0.8856","false","-","10507 (-) 24000"
"630","18.011","18","0.901","Cosine","-","0","10507 (-) 7702","10507","7702","0.901","false","-","10507 (-) 7702"
"630","117.078","117","0.7923","Cosine","-","0","10507 (-) 9365","10507","9365","0.7923","false","-","10507 (-) 9365"
"531","-44.027","-44","0.834","Cosine","-","0","14446 (-) 14690","14446","14690","0.834","false","-","14446 (-) 14690"
"531","-88.052","-88","0.8455","Cosine","-","0","14446 (-) 13855","14446","13855","0.8455","false","-","14446 (-) 13855"
"531","-264.154","-264","0.8322","Cosine","-","0","14446 (-) 12734","14446","12734","0.8322","false","-","14446 (-) 12734"
"195","0.983","0","0.8307","Cosine","-","0","13932 (-) 16501","13932","16501","0.8307","false","-","13932 (-) 16501"
"124","-2.016","-2","0.9095","Cosine","-","0","15113 (-) 14348","15113","14348","0.9095","false","-","15113 (-) 14348"
"124","77.031","77","0.9318","Cosine","-","0","15113 (-) 12476","15113","12476","0.9318","false","-","15113 (-) 12476"
"124","91.045","91","0.9221","Cosine","-","0","15113 (-) 13260","15113","13260","0.9221","false","-","15113 (-) 13260"
"124","-292.179","-292","0.9499","Cosine","-","0","15113 (-) 29583","15113","29583","0.9499","false","-","15113 (-) 29583"
"124","-308.172","-308","0.9523","Cosine","-","0","15113 (-) 21690","15113","21690","0.9523","false","-","15113 (-) 21690"
"410","-2.013","-2","0.9481","Cosine","-","0","29137 (-) 35503","29137","35503","0.9481","false","-","29137 (-) 35503"
"410","-2.012","-2","0.9128","Cosine","-","0","29137 (-) 33855","29137","33855","0.9128","false","-","29137 (-) 33855"
"410","2.01","2","0.9486","Cosine","-","0","29137 (-) 21190","29137","21190","0.9486","false","-","29137 (-) 21190"
"123","1220.762","1220","0.9561","Cosine","-","0","19710 (-) 20542","19710","20542","0.9561","false","-","19710 (-) 20542"
"123","17.015","17","0.9596","Cosine","-","0","19710 (-) 25669","19710","25669","0.9596","false","-","19710 (-) 25669"
"64","2.007","2","0.9365","Cosine","-","0","23569 (-) 25928","23569","25928","0.9365","false","-","23569 (-) 25928"
"64","-0.009","0","0.9387","Cosine","-","0","23569 (-) 24957","23569","24957","0.9387","false","-","23569 (-) 24957"
"64","-1.012","-1","0.9273","Cosine","-","0","23569 (-) 24921","23569","24921","0.9273","false","-","23569 (-) 24921"
"64","44.035","44","0.9145","Cosine","-","0","23569 (-) 21978","23569","21978","0.9145","false","-","23569 (-) 21978"
"64","-2.042","-2","0.9299","Cosine","-","0","23569 (-) 18268","23569","18268","0.9299","false","-","23569 (-) 18268"
"1341","15.994","15","0.8478","Cosine","-","0","16538 (-) 20514","16538","20514","0.8478","false","-","16538 (-) 20514"
"186","-28.031","-28","0.881","Cosine","-","0","32911 (-) 21551","32911","21551","0.881","false","-","32911 (-) 21551"
"186","-56.063","-56","0.8775","Cosine","-","0","32911 (-) 19019","32911","19019","0.8775","false","-","32911 (-) 19019"
"28","-58.702","-58","0.9613","Cosine","-","0","15222 (-) 16288","15222","16288","0.9613","false","-","15222 (-) 16288"
"28","-44.027","-44","0.9589","Cosine","-","0","15222 (-) 16077","15222","16077","0.9589","false","-","15222 (-) 16077"
"449","-220.131","-220","0.8866","Cosine","-","0","11629 (-) 13491","11629","13491","0.8866","false","-","11629 (-) 13491"
"449","-44.027","-44","0.9311","Cosine","-","0","11629 (-) 12049","11629","12049","0.9311","false","-","11629 (-) 12049"
"331","-113.084","-113","0.8527","Cosine","-","0","3473 (-) 8668","3473","8668","0.8527","false","-","3473 (-) 8668"
"125","-12.0","-12","0.9044","Cosine","-","0","28106 (-) 26783","28106","26783","0.9044","false","-","28106 (-) 26783"
"106","995.499","995","0.734","Cosine","-","0","4523 (-) 5750","4523","5750","0.734","false","-","4523 (-) 5750"
